,0,columna_limpia
1633,to,
1634,from,
1635,first,first
1636,solar,solar
1637,inc,inc
1638,fslr.o,fslr.o
1639,jp,jp
1640,morgan,morgan
1641,raises,raises
1642,target,target
1643,price,price
1644,to,
1645,from,
1646,fiserv,fiserv
1647,inc,inc
1648,fisv.o,fisv.o
1649,jefferies,jefferies
1650,cuts,cuts
1651,target,target
1652,price,price
1653,to,
1654,from,
1655,five,five
1656,below,
1657,inc,inc
1658,five.o,five.o
1659,morgan,morgan
1660,stanley,stanley
1661,cuts,cuts
1662,target,target
1663,price,price
1664,to,
1665,from,
1666,fleetcor,fleetcor
1667,technologies,technologies
1668,inc,inc
1669,flt.n,flt.n
1670,jefferies,jefferies
1671,cuts,cuts
1672,target,target
1673,price,price
1674,to,
1675,from,
1676,floor,floor
1677,decor,decor
1678,holdings,holdings
1679,inc,inc
1680,fnd.n,fnd.n
1681,morgan,morgan
1682,stanley,stanley
1683,cuts,cuts
1684,target,target
1685,price,price
1686,to,
1687,from,
1688,fluence,fluence
1689,energy,energy
1690,inc,inc
1691,flnc.o,flnc.o
1692,jp,jp
1693,morgan,morgan
1694,raises,raises
1695,target,target
1696,price,price
1697,to,
1698,from,
1699,forestar,forestar
1700,group,group
1701,inc,inc
1702,for.n,for.n
1703,btig,btig
1704,cuts,cuts
1705,to,
1706,neutral,neutral
1707,from,
1708,buy,buy
1709,forestar,forestar
1710,group,group
1711,inc,inc
1712,for.n,for.n
1713,jp,jp
1714,morgan,morgan
1715,cuts,cuts
1716,target,target
1717,price,price
1718,to,
1719,from,
1720,forward,forward
1721,air,air
1722,corp,corp
1723,fwrd.o,fwrd.o
1724,benchmark,benchmark
1725,starts,starts
1726,with,
1727,hold,hold
1728,rating,rating
1729,gaming,gaming
1730,and,
1731,leisure,leisure
1732,properties,properties
1733,inc,inc
1734,glpi.o,glpi.o
1735,truist,truist
1736,securities,securities
1737,raises,raises
1738,pt,pt
1739,to,
1740,from,
1741,ge,ge
1742,ge.n,ge.n
1743,ubs,ubs
1744,cuts,cuts
1745,target,target
1746,price,price
1747,to,
1748,from,
1749,generac,generac
1750,holdings,holdings
1751,inc,inc
1752,gnrc.n,gnrc.n
1753,jp,jp
1754,morgan,morgan
1755,raises,raises
1756,target,target
1757,price,price
1758,to,
1759,from,
1760,gladstone,gladstone
1761,investment,investment
1762,corp,corp
1763,gain.o,gain.o
1764,jefferies,jefferies
1765,cuts,cuts
1766,target,target
1767,price,price
1768,to,
1769,from,
1770,global,global
1771,payments,payments
1772,inc,inc
1773,gpn.n,gpn.n
1774,jefferies,jefferies
1775,cuts,cuts
1776,target,target
1777,price,price
1778,to,
1779,from,
1780,globalfoundries,globalfoundries
1781,inc,inc
1782,gfs.o,gfs.o
1783,deutsche,deutsche
1784,bank,bank
1785,cuts,cuts
1786,target,target
1787,price,price
1788,to,
1789,from,
1790,globus,globus
1791,medical,medical
1792,inc,inc
1793,gmed.n,gmed.n
1794,truist,truist
1795,securities,securities
1796,cuts,cuts
1797,target,target
1798,price,price
1799,to,
1800,from,
1801,golden,golden
1802,entertainment,entertainment
1803,inc,inc
1804,gden.o,gden.o
1805,jefferies,jefferies
1806,cuts,cuts
1807,target,target
1808,price,price
1809,to,
1810,from,
1811,goodrx,goodrx
1812,holdings,holdings
1813,inc,inc
1814,gdrx.o,gdrx.o
1815,barclays,barclays
1816,cuts,cuts
1817,target,target
1818,price,price
1819,to,
1820,from,
1821,granite,granite
1822,point,point
1823,mortgage,mortgage
1824,trust,trust
1825,inc,inc
1826,gpmt.n,gpmt.n
1827,credit,credit
1828,suisse,suisse
1829,cuts,cuts
1830,pt,pt
1831,to,
1832,from,
1833,green,green
1834,dot,dot
1835,corp,corp
1836,gdot.n,gdot.n
1837,jefferies,jefferies
1838,cuts,cuts
1839,target,target
1840,price,price
1841,to,
1842,from,
1843,guardant,guardant
1844,health,health
1845,inc,inc
1846,gh.o,gh.o
1847,bofa,bofa
1848,global,global
1849,research,research
1850,cuts,cuts
1851,price,price
1852,objective,objective
1853,to,
1854,from,
1855,guild,guild
1856,holdings,holdings
1857,co,co
1858,ghld.n,ghld.n
1859,bofa,bofa
1860,global,global
1861,research,research
1862,raises,raises
1863,price,price
1864,objective,objective
1865,to,
1866,from,
1867,halliburton,halliburton
1868,co,co
1869,hal.n,hal.n
1870,atb,atb
1871,capital,capital
1872,markets,markets
1873,raises,raises
1874,target,target
1875,price,price
1876,to,
1877,from,
1878,halliburton,halliburton
1879,co,co
1880,hal.n,hal.n
1881,bofa,bofa
1882,global,global
1883,research,research
1884,raises,raises
1885,price,price
1886,objective,objective
1887,to,
1888,from,
1889,halliburton,halliburton
1890,co,co
1891,hal.n,hal.n
1892,zephirin,zephirin
1893,group,group
1894,cuts,cuts
1895,price,price
1896,objective,objective
1897,to,
1898,from,
1899,hancock,hancock
1900,whitney,whitney
1901,corp,corp
1902,hwc.o,hwc.o
1903,hovde,hovde
1904,group,group
1905,cuts,cuts
1906,target,target
1907,price,price
1908,to,
1909,from,
1910,hancock,hancock
1911,whitney,whitney
1912,corp,corp
1913,hwc.o,hwc.o
1914,jefferies,jefferies
1915,raises,raises
1916,target,target
1917,price,price
1918,to,
1919,from,
1920,hancock,hancock
1921,whitney,whitney
1922,corp,corp
1923,hwc.o,hwc.o
1924,piper,piper
1925,sandler,sandler
1926,raises,raises
1927,target,target
1928,price,price
1929,to,
1930,from,
1931,hancock,hancock
1932,whitney,whitney
1933,corp,corp
1934,hwc.o,hwc.o
1935,raymond,raymond
1936,james,james
1937,raises,raises
1938,target,target
1939,price,price
1940,to,
1941,from,
1942,harsco,harsco
1943,corp,corp
1944,hsc.n,hsc.n
1945,d.a.davidson,d.a.davidson
1946,cuts,cuts
1947,price,price
1948,target,target
1949,to,
1950,from,
1951,hasbro,hasbro
1952,inc,inc
1953,has.o,has.o
1954,jp,jp
1955,morgan,morgan
1956,cuts,cuts
1957,target,target
1958,price,price
1959,to,
1960,from,
1961,hasbro,hasbro
1962,inc,inc
1963,has.o,has.o
1964,monness,monness
1965,crespi,crespi
1966,hardt,hardt
1967,cuts,cuts
1968,target,target
1969,price,price
1970,to,
1971,from,
1972,hasbro,hasbro
1973,inc,inc
1974,has.o,has.o
1975,stifel,stifel
1976,cuts,cuts
1977,target,target
1978,price,price
1979,to,
1980,from,
1981,hasbro,hasbro
1982,inc,inc
1983,has.o,has.o
1984,truist,truist
1985,securities,securities
1986,cuts,cuts
1987,target,target
1988,price,price
1989,to,
1990,from,
1991,hess,hess
1992,midstream,midstream
1993,lp,lp
1994,hesm.n,hesm.n
1995,morgan,morgan
1996,stanley,stanley
1997,cuts,cuts
1998,target,target
1999,price,price
2000,to,
2001,from,
2002,hologic,hologic
2003,inc,inc
2004,holx.o,holx.o
2005,bofa,bofa
2006,global,global
2007,research,research
2008,cuts,cuts
2009,price,price
2010,objective,objective
2011,to,
2012,from,
2013,hologic,hologic
2014,inc,inc
2015,holx.o,holx.o
2016,bofa,bofa
2017,global,global
2018,research,research
2019,cuts,cuts
2020,to,
2021,neutral,neutral
2022,from,
2023,buy,buy
2024,hologic,hologic
2025,inc,inc
2026,holx.o,holx.o
2027,ubs,ubs
2028,initiates,initiates
2029,coverage,coverage
2030,with,
2031,neutral,neutral
2032,rating,rating
2033,target,target
2034,price,price
2035,home,home
2036,depot,depot
2037,inc,inc
2038,hd.n,hd.n
2039,morgan,morgan
2040,stanley,stanley
2041,cuts,cuts
2042,target,target
2043,price,price
2044,to,
2045,from,
2046,hope,hope
2047,bancorp,bancorp
2048,inc,inc
2049,hope.o,hope.o
2050,wedbush,wedbush
2051,raises,raises
2052,target,target
2053,price,price
2054,to,
2055,from,
2056,ibm,ibm
2057,ibm.n,ibm.n
2058,credit,credit
2059,suisse,suisse
2060,cuts,cuts
2061,target,target
2062,price,price
2063,to,
2064,from,
2065,iheartmedia,iheartmedia
2066,inc,inc
2067,ihrt.o,ihrt.o
2068,jp,jp
2069,morgan,morgan
2070,cuts,cuts
2071,target,target
2072,price,price
2073,to,
2074,from,
2075,illumina,illumina
2076,inc,inc
2077,ilmn.o,ilmn.o
2078,bofa,bofa
2079,global,global
2080,research,research
2081,cuts,cuts
2082,price,price
2083,objective,objective
2084,to,
2085,from,
2086,incyte,incyte
2087,corp,corp
2088,incy.o,incy.o
2089,svb,svb
2090,securities,securities
2091,raises,raises
2092,target,target
2093,price,price
2094,to,
2095,from,
2096,indie,indie
2097,semiconductor,semiconductor
2098,inc,inc
2099,indi.o,indi.o
2100,deutsche,deutsche
2101,bank,bank
2102,cuts,cuts
2103,target,target
2104,price,price
2105,to,
2106,from,
2107,inozyme,inozyme
2108,pharma,pharma
2109,inc,inc
2110,inzy.o,inzy.o
2111,wedbush,wedbush
2112,cuts,cuts
2113,target,target
2114,price,price
2115,to,
2116,from,
2117,inspired,inspired
2118,entertainment,entertainment
2119,inc,inc
2120,inse.o,inse.o
2121,truist,truist
2122,securities,securities
2123,cuts,cuts
2124,target,target
2125,price,price
2126,to,
2127,from,
2128,integra,integra
2129,lifesciences,lifesciences
2130,holdings,holdings
2131,corp,corp
2132,iart.o,iart.o
2133,truist,truist
2134,securities,securities
2135,cuts,cuts
2136,pt,pt
2137,to,
2138,from,
2139,intel,intel
2140,corp,corp
2141,intc.o,intc.o
2142,deutsche,deutsche
2143,bank,bank
2144,cuts,cuts
2145,target,target
2146,price,price
2147,to,
2148,from,
2149,intra-cellular,intra-cellular
2150,therapies,therapies
2151,inc,inc
2152,itci.o,itci.o
2153,jp,jp
2154,morgan,morgan
2155,cuts,cuts
2156,target,target
2157,price,price
2158,to,
2159,from,
2160,invesco,invesco
2161,mortgage,mortgage
2162,capital,capital
2163,inc,inc
2164,ivr.n,ivr.n
2165,credit,credit
2166,suisse,suisse
2167,cuts,cuts
2168,target,target
2169,price,price
2170,to,
2171,from,
2172,itron,itron
2173,inc,inc
2174,itri.o,itri.o
2175,jp,jp
2176,morgan,morgan
2177,raises,raises
2178,target,target
2179,price,price
2180,to,
2181,from,
2182,j,j
2183,b,b
2184,hunt,hunt
2185,transport,transport
2186,services,services
2187,inc,inc
2188,jbht.o,jbht.o
2189,bofa,bofa
2190,global,global
2191,research,research
2192,ups,ups
2193,price,price
2194,objective,objective
2195,to,
2196,from,
2197,j,j
2198,b,b
2199,hunt,hunt
2200,transport,transport
2201,services,services
2202,inc,inc
2203,jbht.o,jbht.o
2204,cowen,cowen
2205,and,
2206,company,company
2207,raises,raises
2208,pt,pt
2209,to,
2210,from,
2211,j,j
2212,b,b
2213,hunt,hunt
2214,transport,transport
2215,services,services
2216,inc,inc
2217,jbht.o,jbht.o
2218,credit,credit
2219,suisse,suisse
2220,raises,raises
2221,pt,pt
2222,to,
2223,from,
2224,j,j
2225,b,b
2226,hunt,hunt
2227,transport,transport
2228,services,services
2229,inc,inc
2230,jbht.o,jbht.o
2231,evercore,evercore
2232,isi,isi
2233,raises,raises
2234,target,target
2235,to,
2236,from,
2237,j,j
2238,b,b
2239,hunt,hunt
2240,transport,transport
2241,services,services
2242,inc,inc
2243,jbht.o,jbht.o
2244,jp,jp
2245,morgan,morgan
2246,cuts,cuts
2247,target,target
2248,price,price
2249,to,
2250,from,
2251,j,j
2252,b,b
2253,hunt,hunt
2254,transport,transport
2255,services,services
2256,inc,inc
2257,jbht.o,jbht.o
2258,ubs,ubs
2259,cuts,cuts
2260,target,target
2261,price,price
2262,to,
2263,from,
2264,j,j
2265,b,b
2266,hunt,hunt
2267,transport,transport
2268,services,services
2269,inc,inc
2270,jbht.o,jbht.o
2271,wells,wells
2272,fargo,fargo
2273,raises,raises
2274,target,target
2275,to,
2276,from,
2277,j,j
2278,j,j
2279,jnj.n,jnj.n
2280,citigroup,citigroup
2281,cuts,cuts
2282,price,price
2283,target,target
2284,to,
2285,from,
2286,j,j
2287,j,j
2288,jnj.n,jnj.n
2289,raymond,raymond
2290,james,james
2291,cuts,cuts
2292,target,target
2293,price,price
2294,to,
2295,from,
2296,j,j
2297,j,j
2298,jnj.n,jnj.n
2299,svb,svb
2300,securities,securities
2301,cuts,cuts
2302,target,target
2303,price,price
2304,to,
2305,from,
2306,jefferies,jefferies
2307,financial,financial
2308,group,group
2309,inc,inc
2310,jef.n,jef.n
2311,oppenheimer,oppenheimer
2312,raises,raises
2313,target,target
2314,price,price
2315,to,
2316,from,
2317,juniper,juniper
2318,networks,networks
2319,inc,inc
2320,jnpr.n,jnpr.n
2321,bofa,bofa
2322,global,global
2323,research,research
2324,cuts,cuts
2325,price,price
2326,objective,objective
2327,to,
2328,from,
2329,juniper,juniper
2330,networks,networks
2331,inc,inc
2332,jnpr.n,jnpr.n
2333,bofa,bofa
2334,global,global
2335,research,research
2336,cuts,cuts
2337,to,
2338,underperform,underperform
2339,from,
2340,buy,buy
2341,keurig,keurig
2342,dr,dr
2343,pepper,pepper
2344,inc,inc
2345,kdp.o,kdp.o
2346,jp,jp
2347,morgan,morgan
2348,cuts,cuts
2349,target,target
2350,price,price
2351,to,
2352,from,
2353,kilroy,kilroy
2354,realty,realty
2355,corp,corp
2356,krc.n,krc.n
2357,deutsche,deutsche
2358,bank,bank
2359,cuts,cuts
2360,target,target
2361,price,price
2362,to,
2363,from,
2364,kinder,kinder
2365,morgan,morgan
2366,inc,inc
2367,kmi.n,kmi.n
2368,barclays,barclays
2369,cuts,cuts
2370,target,target
2371,price,price
2372,to,
2373,from,
2374,kinetik,kinetik
2375,holdings,holdings
2376,inc,inc
2377,kntk.o,kntk.o
2378,mizuho,mizuho
2379,raises,raises
2380,target,target
2381,price,price
2382,to,
2383,from,
2384,kymera,kymera
2385,therapeutics,therapeutics
2386,inc,inc
2387,kymr.o,kymr.o
2388,svb,svb
2389,securities,securities
2390,starts,starts
2391,with,
2392,market,market
2393,perform,perform
2394,rating,rating
2395,pt,pt
2396,labcorp,labcorp
2397,lh.n,lh.n
2398,bofa,bofa
2399,global,global
2400,research,research
2401,cuts,cuts
2402,price,price
2403,objective,objective
2404,to,
2405,from,
2406,landec,landec
2407,corp,corp
2408,lndc.o,lndc.o
2409,stephens,stephens
2410,starts,starts
2411,with,
2412,overweight,overweight
2413,rating,rating
2414,target,target
2415,price,price
2416,light,light
2417,wonder,wonder
2418,inc,inc
2419,lnw.o,lnw.o
2420,jefferies,jefferies
2421,cuts,cuts
2422,target,target
2423,price,price
2424,to,
2425,from,
2426,light,light
2427,wonder,wonder
2428,inc,inc
2429,lnw.o,lnw.o
2430,truist,truist
2431,securities,securities
2432,cuts,cuts
2433,target,target
2434,price,price
2435,to,
2436,from,
2437,liquidia,liquidia
2438,corp,corp
2439,lqda.o,lqda.o
2440,btig,btig
2441,raises,raises
2442,target,target
2443,price,price
2444,to,
2445,from,
2446,loandepot,loandepot
2447,inc,inc
2448,ldi.n,ldi.n
2449,bofa,bofa
2450,global,global
2451,research,research
2452,cuts,cuts
2453,price,price
2454,objective,objective
2455,to,
2456,from,
2457,lockheed,lockheed
2458,martin,martin
2459,corp,corp
2460,lmt.n,lmt.n
2461,morgan,morgan
2462,stanley,stanley
2463,cuts,cuts
2464,target,target
2465,price,price
2466,to,
2467,from,
2468,lockheed,lockheed
2469,martin,martin
2470,corp,corp
2471,lmt.n,lmt.n
2472,wells,wells
2473,fargo,fargo
2474,cuts,cuts
2475,target,target
2476,price,price
2477,to,
2478,from,
2479,lowe,lowe
2480,companies,companies
2481,inc,inc
2482,low.n,low.n
2483,morgan,morgan
2484,stanley,stanley
2485,cuts,cuts
2486,target,target
2487,price,price
2488,to,
2489,from,
2490,lumos,lumos
2491,pharma,pharma
2492,inc,inc
2493,lumo.o,lumo.o
2494,oppenheimer,oppenheimer
2495,initiates,initiates
2496,coverage,coverage
2497,with,
2498,outperform,outperform
2499,rating,rating
2500,pt,pt
2501,magnolia,magnolia
2502,oil,oil
2503,gas,gas
2504,corp,corp
2505,mgy.n,mgy.n
2506,mkm,mkm
2507,partners,partners
2508,assumes,assumes
2509,coverage,coverage
2510,with,
2511,buy,buy
2512,rating,rating
2513,pt,pt
2514,manpowergroup,manpowergroup
2515,inc,inc
2516,man.n,man.n
2517,bmo,bmo
2518,raises,raises
2519,target,target
2520,price,price
2521,to,
2522,from,
2523,manpowergroup,manpowergroup
2524,inc,inc
2525,man.n,man.n
2526,credit,credit
2527,suisse,suisse
2528,cuts,cuts
2529,target,target
2530,price,price
2531,to,
2532,from,
2533,manpowergroup,manpowergroup
2534,inc,inc
2535,man.n,man.n
2536,jp,jp
2537,morgan,morgan
2538,raises,raises
2539,target,target
2540,price,price
2541,to,
2542,from,
2543,marten,marten
2544,transport,transport
2545,ltd,ltd
2546,mrtn.o,mrtn.o
2547,stephens,stephens
2548,raises,raises
2549,target,target
2550,price,price
2551,to,
2552,from,
2553,martin,martin
2554,marietta,marietta
2555,materials,materials
2556,inc,inc
2557,mlm.n,mlm.n
2558,jp,jp
2559,morgan,morgan
2560,cuts,cuts
2561,target,target
2562,price,price
2563,to,
2564,from,
2565,marvell,marvell
2566,technology,technology
2567,inc,inc
2568,mrvl.o,mrvl.o
2569,deutsche,deutsche
2570,bank,bank
2571,cuts,cuts
2572,target,target
2573,price,price
2574,to,
2575,from,
2576,mastercard,mastercard
2577,inc,inc
2578,ma.n,ma.n
2579,jefferies,jefferies
2580,raises,raises
2581,target,target
2582,price,price
2583,to,
2584,from,
2585,mastercard,mastercard
2586,inc,inc
2587,ma.n,ma.n
2588,jp,jp
2589,morgan,morgan
2590,cuts,cuts
2591,target,target
2592,price,price
2593,to,
2594,from,
2595,maxlinear,maxlinear
2596,inc,inc
2597,mxl.o,mxl.o
2598,deutsche,deutsche
2599,bank,bank
2600,cuts,cuts
2601,target,target
2602,price,price
